transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
B0035.16	6.304773998353831	-0.4789182415822785	0.7381950895548351	-0.6487692052667104	0.516487564870995	0.9999892319025653
B0035.17	0.5054438302630625	-2.4693913713528004	4.282255836338714	-0.5766566654887453	0.5641714116858962	
B0035.17a	0.0					
B0035.17b	0.0					
B0035.18.1	78.58332665228818	-0.09192505674185573	0.2549059455141713	-0.36062343134615216	0.7183809707237712	0.9999892319025653
B0035.19	0.5020574989554921	-2.460492111974945	3.1468637222911817	-0.7818870879427533	0.43428093396156753	
B0035.1a.1	1.324595045109481	-0.015247564672291707	1.5211082808373104	-0.01002398373894758	0.9920021520748056	
B0035.1b	122.29053869174557	-0.019580966350642708	0.22481386634162612	-0.08709857033857317	0.9305931617732597	0.9999892319025653
B0035.2	42.51738762077523	-0.06603629326227464	0.30259387660904213	-0.21823407004231934	0.8272467407088303	0.9999892319025653
B0035.20	0.0					
B0035.21.1	2.157806228179761	0.6554578059815876	1.2734721255096313	0.5147013372744847	0.6067617388201509	
B0035.22.1	0.0					
B0035.3	89.26232697435934	-0.043115857001034145	0.22306451410373476	-0.19328873162220406	0.846732850790441	0.9999892319025653
B0035.4	155.0766128668114	-0.03399864972460205	0.1983251015133829	-0.1714288784685575	0.8638865491358928	0.9999892319025653
B0035.5	51.540708295006084	0.07399111937710796	0.2691956198976366	0.27486004194735253	0.7834237670452187	0.9999892319025653
B0035.6	48.82293239268146	0.03752662236734078	0.2817526787055592	0.13318993998476703	0.8940431666922879	0.9999892319025653
B0035.7.1	17.6980065821366	-0.16259195415185365	0.46934029311862663	-0.34642658330372295	0.729022149922661	0.9999892319025653
B0035.8.1	18.862593518594448	-7.692690552102864	1.9895686093953837	-3.866511823606133	0.00011040311378980933	0.015153535079919213
B0035.9.1	28.631145590769435	-0.7745110760742135	0.37963100222091317	-2.0401681410189823	0.041333581729049614	0.9999892319025653
B0041.1	0.5036932674326167	0.8862278006257712	2.939822340766878	0.30145624391526704	0.7630666112445937	
B0041.10	0.0					
